Oversikt over snøskredulykker;;;;;http://www.varsom.no/Util/login.aspx?ReturnUrl=/varsomui;;;;http://tst-www.varsom.no/Util/login.aspx?ReturnUrl=%2fvarsomui;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GULMERKET: Celler med døde eller ukjent involverte;;;;;;;;;Hei igjen;;totalt ant.;;;;;;;"S Sender,Søkestand, Spade
I Ingen
? Ukjent";;vedvarende svakt lag hvis dette er bekreftet. Ellers bruk flakskred om dette er kjent. Alt. Skavl, løssnøskred, ukjent;;;;;;;;;;;;;;;;
Blå kolonner skal vises i sesongliste på varsom. Røde er obligatoriske.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dato;Døde;Skredtatte;Aktivitet;Utløst;Sted;Kommune;Fylke;regobs.no regID;varsom.no nyhet eller rapport;Beskrivelse;Involvert;"Skadet/
omkommet";"Totalt 
begravd";"Delvis
begravd";"Tatt, 
men ikke
 begravd";"Nære på,
 men ikke 
tatt";Najonalitet;"Alder
(-årene)";Skredutstyr;"Middels til 
mye erfaring";type skred;skred-størrelse;guide;;;;;;;;;;;;;;
12.04.17;0;1;Ski;M;Geitgaljen;Hadsel;Nord.;123932;;Turfølge utløste skred. En ble ført med skredet, men kom seg ut ved egen hjelp. Ingen skadet;3;;;1;;;;;;;;;;;;;;;;;;;;;;;
12.04.17;0;0;Snøbrett;M;Store Hesten;Berg;Troms;158458;;Skred utløst av snøbrettkjører. Ingen tatt. Ingen skadet.;5;;;;;;;;;;;;;;;;;;;;;;;;;;
11.04.17;0;2;Ski;M;Kolåstinden;Ørsta;M&R;123925, 123860;http://www.smp.no/nyheter/2017/04/11/To-personar-tatt-av-sn%C3%B8skred-ved-Kol%C3%A5stinden-14586386.ece;Turfølge utløste skred. Kom seg ut ved egen hjelp. Ingen skadet;2;;;2;;;;;;;;;;;;;;;;;;;;;;;
09.04.17;1;1;Ski;K;Litlskjorta;Nesset;M&R;132878;http://www.adressa.no/nyheter/moreromsdal/2017/04/10/Navnet-p%C3%A5-omkommet-kvinne-frigitt-14578895.ece;Toppskavl brakk. En person falt flere hundre meter og omkom;2;1;;;1;;norsk;20;ja;ja;skavl;0;;;;;;;;;;;;;;;
09.04.17;0;0;Snøskuter;M;Bjørndalen;Lyngen;Troms;123440;;Snøscooterutløst lite skred. Ingen skadet;6;;;;;;;;;;;;;;;;;;;;;;;;;;
08.04.17;0;0;Ski;M;Storsteinnestinden;Tromsø;Troms;123418;;Skiløperutløst skred. Ingen tatt, ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
06.04.17;0;0;Snøbrett;M;Bjørndalen;Lyngen;Troms;123030;;Skred løst ut av snøbrettkjører på toppen av heng. Ingen tatt, ingen skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
02.04.17;0;0;Ski;M;Tverrelvaksla;Tromsø;Troms;122391;;Skiløper utløste lite skred. Ingen tatt, ingen skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.17;0;0;Ski;M;Storhaugen;Kåfjord;Troms;122326;;Skiløperutløst skred. Ingen tatt, ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.17;0;0;Ski;M;Leirvassbu;Lom;Oppl.;122242;;Skiløperutløst skred. Ingen tatt, ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
28.03.17;0;0;Ski;M;Nedretinden, Furuflaten;Lyngen;Troms;121918;http://www.framtidinord.no/nyheter/2017/03/28/Skiturister-utl%C3%B8ste-skred-i-Lyngen-14517573.ece;Turfølge på seks utløste skred. Ingen tatt.;6;;;;;6;;;;;;;;;;;;;;;;;;;;;
23.03.17;0;1;Ski;M;Gaustadtoppen;Tinn;Tele.;120704;;Skred utløst av to skiløpere. En tatt men kom seg ut ved egen hjelp. Ingen skadet;2;;;1;;;;;;;;;;;;;;;;;;;;;;;
20.03.17;0;0;Ski;M;Lyngseidet;Lyngen;Troms;120218;;Turfølge på 5-6 utløste skred på overside ned mot elvedal. Ingen tatt;5;;;;;5;;;;;vedvarende svakt lag;;;;;;;;;;;;;;;;
19.03.17;0;1;Ski;M;Bleia;Lærdal;S&F;120008;;Skiløper løste ut skred. Begravd til hofte. Uskadet.;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
18.03.17;0;0;Ski;M;Hemsedal;Hemsedal;Busk.;119871;;Utløst av skikjører. Skispor inn og ut av skredet. Ingen skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
16.03.17;1;2;Ski;M;Lyngseidet;Lyngen;Troms;119839;https://varsom.no/nytt/ulykkesrapporter-sno/snoskred-dodsulykke-gjerdelvdalen-lyngen-16-03-2017/;Turfølge på 4 løste ut skred str.3. 2 tatt. En funnet raskt og overlevde.  En etter 2 timer. Døde dagen etter.;4;2;2;;;;italiensk;50;ja;ja;vedvarende svakt lag;3;;;;;;;;;;;;;;;
15.03.17;0;1;Ski;K;Haugastøl;Hol;Busk.;132877;https://varsom.no/nytt/ulykkesrapporter-sno/god-planlegging-er-viktig/;Turfølge på 6 utløste skred. En kvinne 22 år ble tatt og begravd. Gravd frem etter nærmere 4 timer . I live.;6;1;1;;;;tysk;20;nei;;flakskred;ukjent;;;;;;;;;;;;;;;
14.03.17;0;1;Ski;M;Rørgata, Rottenvikvatnet;Lyngen;Troms;119225;;Skred utløst av gruppe på tur. En begravd til brystet. Ingen skadet. Kom ut ved egen hjelp;1;;;1;;;utenlandsk;;;;;;;;;;;;;;;;;;;;
12.03.17;0;0;Ski;M;Blåtinden;Balsfjord;Troms;118826;;Gruppe utløste skred. Kom seg akkurat unna slik at ingen ble tatt;5;;;;;;;;;;;;;;;;;;;;;;;;;;
12.03.17;0;2;Ski;M;Nonstinden, Kvaløya;Tromsø;Troms;132879;https://www.nrk.no/troms/moderate-skader-for-mann-i-30-arene-etter-skred-1.13422066;Skikjørere utløste skred i bratt renne. Kom seg ut for egen hjelp. To tatt. En skadet og ble sendt til sykehus;3;2;;2;;;;20-30;ja;;;ukjent;;;;;;;;;;;;;;;
10.03.17;0;0;Ski;M;Hallingdal;Hemsedal;Busk.;118540;;spor inn og ut av skred;1;;;;;;;;;;;;;;;;;;;;;;;;;;
10.03.17;0;0;Ski;M;Laupstad;Vågan;Nord.;118530;;Skiløperutløst lite skred. Ingen tatt. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
10.03.17;0;0;Ski;M;Gaustadtoppen;Tinn;Tele.;118488;;Skiløperutløst skred i renne. Ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
07.03.17;0;0;Snøskuter;M;Fastdalstinden;Lyngen;Troms;117996;;Snøscooterutløst lite skred. Ingen skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
05.03.17;0;0;Ski;M;Stølsheimen;Modalen;Hord.;117721;;Skiløperutløst skred. Ingen tatt, ingen skadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
02.03.17;0;0;Ski;M;Buren;Tromsø;Troms;117867;;Skiløper utløste lite skred. Uvisst om han ble tatt. Ingen ble skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
27.02.17;0;1;Ski offpist;M;Djevelberget;Tromsø;Troms;116857;;Skikjører løste ut skred og seilte med 20 meter. Ble ikke skadet og kom seg ut ved egen hjlep;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
24.02.17;0;0;Snøbrett;M;Sjufjellet;Balsfjord;Troms;116366;;Brettkjører utløset skred over seg. Ble ført 20 meter. Kom seg ut ved egen hjelp uskadet.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
23.02.17;0;1;Ski;M;Togga;Sogndal;S&F;116124;;Skiløper utløst skred. Kom seg ut ved egen hjelp. Ingen skadet;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
23.02.17;0;1;Ski offpist;M;Frudalshesten;Sogndal;S&F;117458;;Skiløperutløst skred. Tatt av skredet. Alene.  Hardt skadet;1;1;;1;;;norsk;20;ja;ja;flakskred;3;;;;;;;;;;;;;;;
22.02.17;0;0;Ski offpist;M;Djevelberget;Tromsø;Troms;116033;;Skiløperutløst skred. Ukjent om noen ble tatt.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
21.02.17;0;0;Ski;M;Nuvsvåg;Loppa;Finn.;116060;;Skiløperutløst skred. Ingen skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
19.01.17;0;0;Ski;M;Rørgata, Rottenvik;Lyngen;Troms;111315;;En skikjører utløste lite skred i testheng. Ingen skadet;1;;;;;;;;;;;;;;;;;;;;;;;;;;
16.01.17;0;0;Ski;M;Blåtinden;Vågan;Nord.;110793;;To skikjørere utløste skred. Ingen tatt.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
15.01.17;0;0;Ski;M;Nordre Nattmålstuva;Fauske;Nord.;110590;;En person utløste lite skred. Ingen tatt.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
14.01.17;0;0;Ski offpist;M;Lemonsjøen;Vågå;Oppl.;110450;;Barn i skianlegg utløste skred. Ingen tatt, men nære på. Ingen skredutstyr.;4;;;;;4;norsk;10;nei;nei;;;;;;;;;;;;;;;;;
07.01.17;0;1;Ski;M;Skarvassbu;Tromsø;Troms;109292;;Turfølge på to løste ut skred. En ble med skredet ned et stykke. Ingen skadet. Kom seg ut for egen hjelp;2;;;1;;;;;;;;;;;;;;;;;;;;;;;
06.01.17;0;1;Ski;M;Anderdalstinden;Balsfjord;Troms;109159;;Turfølge på to løste ut skred str.2. En ble med skredet ned et stykke. Ingen skadet. Kom seg ut for egen hjelp;2;;;1;;;;;;;;;;;;;;;;;;;;;;;
13.11.16;0;1;Ski;M;Ørsta;Ørsta;M&R;132880;;Turfølge på to løste ut skred. En person + en hund ble tatt. Ingen ble skadet. Kom seg ut for egen hjelp.;3;;;1;;;;;;;;;;;;;;;;;;;;;;;
13.06.16;0;6;Ski;M;Liefdefjorden;;Sval.;132881;https://varsom.no/nytt/ulykkesrapporter-sno/snoskred-hendelse-svalbard-16-06-2016/;Turfølge på syv utløste skred. Seks tatt. Ingen skadet. Kom seg ut for egen hjelp.;7;;;6;;;norsk;;;;;;;;;;;;;;;;;;;;
01.05.16;0;1;Bil;N;Gaularfjellet;Gaular;S&F;96291;;En bil (eller tilhenger) tatt i skred. ;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
01.05.16;0;0;Ski;M;Øspetind;Vestnes;M&R;96290;;Turfølge på tre utløste snøskred, ingen skadet. ;3;;;;;;;;;;;;;;;;;;;;;;;;;;
01.05.16;0;0;Ski;M;Slogen;Ørsta;M&R;96272;;To skred ble utløst av tre skikjørere på vei opp Slogen. Ingen ble tatt. ;3;;;;;;;;;;;;;;;;;;;;;;;;;;
30.04.16;0;9;Ski;M;Steindalsnosi;Luster;S&F;96215;https://varsom.no/nytt/ulykkesrapporter-sno/skredhendelse-pa-steindalsnosi-30-april-2016/;Guidet turgruppe fra High Camp Turtagrø. Ti stk i turfølget, ni av de tatt av skredet. To stk moderat til alvorlig skadet. ;10;2;;9;;;norsk;;ja;;flakskred;2;ja;;;;;;;;;;;;;;
30.04.16;0;1;Ski;M;Kyrkja;Lom;Oppl.;96091, 96151;;Et turfølge på tre, en tatt og begravd til brysthøyde. ;3;;;1;;;;;;;;;;;;;;;;;;;;;;;
30.04.16;1;1;Ski;M;Kavlistetra;Rauma;M&R;96127;http://www.varsom.no/nytt/ulykkesrapporter-sno/Rapport-skred-Isfjorden-30-april-2016/;Svensk skikjører ble tatt av et skred og ført inn i skog. Omkom;1;1;;1;;;svensk;50;ja;ja;;;;;;;;;;;;;;;;;
30.04.16;0;0;Ski;M;Vangsen;Luster;S&F;96084;;Et turfølge på tre stk utløste skred, ingen ble tatt. ;3;;;;;;;;;;;;;;;;;;;;;;;;;;
30.04.16;0;2;Ski;M;Hestadalen, Folgefonna;Jondal;Hord.;96061;;Skikjørere (uvisst hvor mange) utløste skred i leheng. Mistet ski osv, ingen begravd. ;5;;;;2;;;;;;;;;;;;;;;;;;;;;;
30.04.16;0;0;Ski;M;Loftet;Lom;Busk.;96507;;Skikjørere utløste et snøskred på 250-300 meters bredde i bratthenget opp mot Vesleloftet i Lom. Ingen skadd.;3;;;;;;;;;;;;;;;;;;;;;;;;;;
24.04.16;1;1;Ski;M;Flenjaeggi;Aurland;Hord.;95346;http://www.varsom.no/nytt/ulykkesrapporter-sno/rapport-snoskredulykke-flenjaeggi-aurland/;Mann omkom av snøskred, ble ført med snøen ned en renne og begravet. ;1;1;;1;;;norsk;30;ja;ja;vedvarende svakt lag;2;;;;;;;;;;;;;;;
22.04.16;0;1;Ski;M;Tverrbytthornet;Lom;Oppl.;95185;;To skiløpere står oppe på en skavel under Tverrbytthornet. To sto ned, en ble tatt av raset og ble ført ca 100 meter nedover.;2;;;1;;;;;;;;;;;;;;;;;;;;;;;
15.04.16;0;7;Ski;N;Tverrdalsfjellet;Narvik;Nord.;93268;;7 tyske turister utløste et skred, en kvinne skadet. ;7;1;;7;;;tysk;;;;;3;;;;;;;;;;;;;;;
02.04.16;0;2;Ski;M;Ringsdalen;Luster;S&F;91741;http://www.varsom.no/nytt/ulykkesrapporter-sno/skredhendelse-ringsdalen-2-april-2016/;Turfølge på to tatt av snøskred, redningstjenste kontaktet, men de involverte gjennomførte kameratredning.;2;;1;1;;;norsk;;ja;ja;vedvarende svakt lag;3;;;;;;;;;;;;;;;
27.03.16;1;1;Ski;M;Russelvfjellet;Lyngen;Troms;91373;http://www.varsom.no/nytt/ulykkesrapporter-sno/rapport-dodsulykke-i-lyngen-etter-skavlbrudd/;Mann falt fra skavl, utløste et snøskred, ble begravd under 1,5 m med snø. Døde.;1;1;1;;;;tysk;50;ja;ja;skavl;0;;;;;;;;;;;;;;;
23.03.16;0;1;Ski;M;Rundfjellet;Vågan;Nord.;90743;;Mann tatt av snøskred, mistet skiene.;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
08.03.16;0;3;Snøskuter;M;Valle;Valle;A-A;87535;;Følge på syv snøskutere, tre snøskutere tatt av skredet. Den ene mer eller mindre begravd. Ingen skader. ;7;;;1;2;;;;;;;;;;;;;;;;;;;;;;
04.03.16;0;1;Snøskuter;M;Årviksand;Skjervøy;Troms;86197;;To snøskuterkjørere utløste skredet. En truffet av skredet, men ikke begravd eller skadet. ;2;;;1;;;;;;;;;;;;;;;;;;;;;;;
03.03.16;0;1;Snøskuter;M;Manndalen;Kåfjord;Troms;83884;;Skuterkjører utløste skred. Ble tatt, men kom seg ut. Skred løsnet på kantkornlaget;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
02.03.16;0;0;Fots;N;Dalsdalen;Høyanger;S&F;83803;;Jogger merket snøskyen godt, ingen skader skjedd. ;1;;;;;;;;;;;;;;;;;;;;;;;;;;
25.02.16;0;0;Bil;N;Skåstaddalen;Ørsta;M&R;87488;;Bil kjørte rett inn i et snøskred.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
25.02.16;0;1;Ski;M;Norheimsund;Kvam;Hord.;83075;;2 skiløpere, den ene tatt og totalt begravd, men med en hånd over snøoverflaten. Bruddskader i ben. ;2;1;1;;;;norsk;;ja;;flakskred;3;;;;;;;;;;;;;;;
20.02.16;0;0;Ski;M;Teigafjellet;Sogndal;S&F;82190;;Tre skiløpere, der førstemann utløste skredet. Ingen ble tatt. ;3;;;;;;;;;;;;;;;;;;;;;;;;;;
20.02.16;0;1;Ski offpist;M;Lemonsjøen;Vågå;Oppl.;82293;;To skiløpere. Da de stoppet opp løste de ut et skred, en ble tatt med. Ingen skader. ;2;;;1;;;;;;;;;;;;;;;;;;;;;;;
16.02.16;0;0;Bil;N;Grøtfjord;Tromsø;Troms;81512;;Bil kjørte inn i skredet som allerede hadde gått.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
13.02.16;0;1;Ski;M;Rørnestind;Lyngen;Troms;81063, 81163;;Et turfølge på tre stk, en av de tatt av skredet. Gikk bra. ;3;;;1;;;;;;;;;;;;;;;;;;;;;;;
13.02.16;0;1;Ski offpist;M;Sjusjøen Skisenter;Ringsaker;Hedm.;81126;http://www.varsom.no/nytt/ulykkesrapporter-sno/rapport-nestenulykker-i-gudbrandsdalen/;En skiløper tatt av skred, kom seg ut på egen hånd. ;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
13.02.16;0;1;Ski offpist;M;Kvitfjell;Ringebu;Oppl.;81026;http://www.varsom.no/nytt/ulykkesrapporter-sno/rapport-nestenulykker-i-gudbrandsdalen/;Personer skadet (delvis tatt av snøskred?) i forbindelse med kontroll av skiområde;2;1;;1;;;norsk;;ja;ja;flakskred;3;;;;;;;;;;;;;;;
11.02.16;0;0;Bil;N;Djupfjordfyllingen;Vågan;Nord.;79671;;Bil kjørte rett inn i et snøskred.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
07.02.16;0;3;Fots;M;Bybo;Hammerfest;Finn.;79165;;Tre barn tatt av skred mot lekeområde bak boligblokk, alle overlevde.;3;;;3;;;;;;;;;;;;;;;;;;;;;;;
31.01.16;0;1;Ski;M;Kleivhøi;Vågå;Oppl.;78213;http://www.varsom.no/nytt/ulykkesrapporter-sno/rapport-ulykke-snoskred-ved-kleivhoi-vaga/;To skiløpere, en tatt og helt begravd. Funnet med SM og grav fram bevisstløs etter 15 min. ;2;;1;;;;;;;;;;;;;;;;;;;;;;;;
30.01.16;0;2;Ski offpist;M;Trysil skisenter;Trysil;Hedm.;77851;;Nestenulykke. 3 stk på skitur. 2 stk ble tatt av skredet, men ikke begravd. ;2;;;;2;;;;;;;;;;;;;;;;;;;;;;
24.01.16;0;3;Ski;M;Rundfjellet;Balsfjord;Troms;76908;http://www.varsom.no/nytt/ulykkesrapporter-sno/rapport-nestenulykke-snoskred-ved-rundfjellet-breivikeidet/;Alle tre ble tatt av skredet, ingen ble totalt begravet og ingen ble skadet.;3;;;3;;;;;;;;;;;;;;;;;;;;;;;
17.01.16;0;5;Ski;M;Storenut;Odda;Hord.;75827;;5 stk på tur, tre skadet. Ingen fullstendig begravet. De skredtatte fikk alle moderate bruddskader.;5;3;;5;;;ukjent;;;;;ukjent;;;;;;;;;;;;;;;
09.01.16;0;0;Bil;N;Ytre Bakkeby;Nordreisa;Troms;73875, 73794;;To biler tatt. Ingen personskader;2;;;;;;;;;;;;;;;;;;;;;;;;;;
03.01.16;0;1;Ski offpist;M;Filefjell alpinsenter;Vang;Oppl.;73236;;Mann alene på ski nært anlegget, løste ut skred i fokksnø. Ingen skader.;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
03.01.16;0;1;Ski offpist;M;Røldal skisenter;Odda;Hord.;72984;;To stk på ski ned ei renne, en ble tatt og skadet kneet. ;2;1;;1;;;norsk;;ja;ja;flakskred;3;;;;;;;;;;;;;;;
19.12.15;2;21;Hus;N;Longyearbyen;Longyearbyen;Sval.;71387;;Skred traff 10 hus fra 1976 under Sukkertoppen, 2 døde, 6 skadde. 21 mennesker var inni husene da skredet kom. Etter hendelsen ble 158 mennesker evakuert.;21;8;;21;;;;;;;flakskred;4;;;;;;;;;;;;;;;
15.11.15;0;2;Ski;M;Rasletind;Vågå;Oppl.;67257, 67320, 67407;http://www.varsom.no/nytt/ulykkesrapporter-sno/rapport-snoskredulykke-rasletind/;Tre på tur opp, en utløste skredet. To tatt. en helt og en delvis begravd og skadet. Kameratreddet på 15 min.;2;1;1;1;;;norsk;;;;flakskred;3;;;;;;;;;;;;;;2;
27.06.15;0;0;Ski;M;Reinstinden;Sunndal;M&R;65478;;Tre på tur, en utløste skred. Ingen skade, men to hentet med helikopter.;3;;;;;3;;;;;;;;;;;;;;;;;;;;;
13.06.15;0;0;Ski;M;Dyrhaugstindan;Luster;S&F;65362;;Skiløper utløste skred høyt i heng over fleire skiløparar lengre nede. Antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.15;2;2;Fots;N;Merraflestind;Moskenes;Nord.;65479;;Par tatt i skred. Begge døde.;2;2;;2;;;norsk;;nei;;;;;;;;;;;;;;;;;;
31.05.15;0;0;Ski;M;Gaustadtoppen;Tinn;Tele.;65480;;Ti personer i området da skredet gikk, uskadd. Ingen tatt?;10;;;;;10;;;;;;;;;;;;;;;;;;;;;
30.05.15;0;1;Ski;M;Storbreskaret;Sunnmøre;M&R;64371;;Fem på tur, utløste et skred. En tatt, uskadd.;5;;;1;;;;;;;;;;;;;;;;;;;;;;;
29.05.15;0;1;Ski;M;Hurrungane;Sogn;S&F;64313;;En tatt med i et skred, men kjørte ut av det uskadd.;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
28.05.15;0;1;Snøbrett;M;Stryn sommerskisenter;Sogn;S&F;64249;;En brettkjøre utløyste to skred uten å havne i skredmassene,;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
18.05.15;0;0;Ski;M;Lisjedalshornet;Ørstad;M&R;;;Detaljer og antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
18.05.15;0;0;Ski;M;Saudehornet;Ørstad;M&R;;;Detaljer og antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
16.05.15;0;0;Ski;M;Holmbukttinden ;Lyngen;Troms;;http://www.varsom.no/nytt/ulykkesrapporter-sno/Husk-at-klassiske-vinterskred-ogsa-kan-ga-pa-varen-/;En skiløper utløste flakskred i fokksnø, uskadd. Antall ukjent.;1;;;;;1;;;;;;;;;;;;;;;;;;;;;
21.04.15;1;1;Ski;M;Tjønnholstinden;Vågå;Oppl.;60656;http://www.varsom.no/nytt/ulykkesrapporter-sno/Rapport---Dodsulykke-i-Jotunheimen-etter-skavlbrudd/;En skikjører utløste skavlbrudd til fots. Alene på tur. Døde fra langt fall.;1;1;;1;;;norsk;30;;ja;skavl;0;;;;;;;;;;;;;;;
06.04.15;0;1;Ski;M;Salvasskardfjellet;Bardu;Troms;59008;;En tatt av skred. Begravd, men funnet i live etter flere timer. Alene på tur. Klarte å ringe kona;1;1;1;;;;norsk;40;nei;;flakskred;2;;;;;;;;;;;;;;;
04.04.15;0;0;Ski;M;"	Koppefjellet";Volda;M&R;;;Detaljer og antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
04.04.15;0;0;Ski;M;"	Nyheitinden";Rauma;M&R;;http://varsom.no/Documents/Hendelsesrapport%20Nyheitind%20p%c3%a5skeaften%202015.pdf;Fem på tur fjernutløst stort skred, ingen tatt. 13 hentet ned fra fjellet med helikopter.;5;;;;;13;norsk;30;ja;ja;flakskred;4;;;;;;;;;;;;;;;
04.04.15;0;0;Ski;M;Kirketaket;Rauma;M&R;58866;;En skiløper utløste skred. Antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
03.04.15;0;0;Ski;M;Storlidalen;Oppdal;S-T;;;Detaljer og antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
03.04.15;0;0;Ski;M;Kolåstind;Ørstad;M&R;58862;;Skred utløst, ingen skadet. Antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
03.04.15;0;1;Ski;M;Smeddalen;Lærdal;S&F;58739;;En utløste skred, tatt, men kom fra det uskadd. Antall ukjent.;1;;;1;;;;;;;;;;;;;;;;;;;;;;;
03.04.15;0;2;Ski;M;Tamokdalen;Balsfjord;Troms;58726;;To tatt i skred. Ført oppå snøen over 100m, men ingen skader/begravd.;2;;;2;;;;;;;;;;;;;;;;;;;;;;;
03.04.15;0;0;Ski;M;Øksendalen;Sunndal;M&R;;http://www.varsom.no/Nytt/Nestenulykker/;Detaljer og antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
02.04.15;0;0;Ski;M;Beiarn;Beiarn;Nord.;58612;;Detaljer og antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
26.03.15;0;2;Ski;M;Geitgaljen;Vågan;Nord.;57761, 57932, 57815;;To fra østerike på vei opp, tatt i skred, en på overflata og en devis begravd. Far og sønn på tur. Kameratredning. ;2;;1;1;;;østerisk;;ja;ja;flakskred;3;;;;;;;;;;;;;;;
24.03.15;0;0;Ski;M;Kolåstind;Ørstad;M&R;57575;;Tre på vei opp utløser skred, ingen tatt.;3;;;;;;;;;;;;;;;;;;;;;;;;;;
22.03.15;0;0;Ski;M;Gravdalen;Luster;S&F;57536;;Åtte på tur fjernutløser skred på vei opp, ingen tatt.;8;;;;;;;;;;;;;;;;;;;;;;;;;;
08.03.15;0;0;Bil;N;Skredestranda;Eid;S&F;;http://www.nrk.no/sognogfjordane/to-bilar-fast-i-jordras-1.12247525;To biler fast i skredmassene. Snøskred/flomskred. Ukjent antall.;2;;;;;;;;;;;;;;;;;;;;;;;;;;
02.03.15;0;11;Bil;N;E39 Romarheimdalen;Masfjorden;Hord.;54013;SVEIS 2015026285;Fire biler med 11 truffet av vått flakskred. Lettere skader.;11;3;;11;;;;;;;;;;;;;;;;;;;;;;;
17.02.15;1;2;Ski;M;Fastdalstinden;Lyngen;Troms;53125;http://www.varsom.no/nytt/ulykkesrapporter-sno/Vedvarende-svakt-lag-skaper-utfordringer-i-nord/;To på vei ned, en utløste et flakskred. ble begravd og døde.;2;1;1;1;;;tysk;;ja;ja;vedvarende svakt lag;4;;;;;;;;;;;;;;;
17.02.15;0;0;Ski;M;Sogndalsdalen;Sogndal;S&F;;;Detaljer og antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
16.02.15;0;0;Buss;N;Fv293 Holmbuktura;Tromsø;Troms;;http://www.itromso.no/nyheter/article10655461.ece;Bussjåfør delvis tatt av skred.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
15.02.15;0;0;Ingen;N;Tromsø alpinanlegg;Tromsø;Troms;;;Detaljer og antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
14.02.15;0;0;Snøskuter;M;Austertana;Tana;Finn.;;;Detaljer og antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
13.02.15;0;3;Bil;N;E8 Lavangsdalen;Tromsø;Troms;;http://www.nrk.no/troms/frank-matte-bruke-bildeler-for-a-redde-kvinne-ut-fra-skred-1.12206431;To trailere delvis tatt og en personbil tatt av skred. Detaljer og antall ukjent.;3;;;;3;;;;;;;;;;;;;;;;;;;;;;
11.02.15;0;1;Brøyting;N;Vikafjellet;Voss;Hord.;;http://www.sognavis.no/fresen-treft-av-isras/s/5-48-4005;Hjullaster med fres i arbeid. Skredet gikk på stengt vei.;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
10.02.15;1;1;Snøskuter;M;Reisadalen;Nordreisa;Troms;;;En skuterkjører tatt, begravd og drept i flakskred fjernutløst av forulykkede.;1;1;1;;;;norsk;30;;;flakskred;;;;;;;;;;;;;;;;
09.02.15;0;1;Tråkkemaskin;M;Oppdal alpinanlegg;Oppdal;S-T;;;Detaljer og antall ukjent.;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
08.02.15;0;1;Brøyting;N;Vikafjellet;Voss;Hord.;;http://www.sognavis.no/samferdsle/vik/nyhende/broytesjafor-fanga-i-skred/s/5-48-3879;Brøytebil tatt av skred ved Skjelingavatnet.;1;;;;1;;;;;;;;;;;;;;;;;;;;;;
08.02.15;0;0;Ski;M;Sogndalsdalen;Sogndal;S&F;;;Detaljer og antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
08.02.15;0;0;Ski offpist;M;Strandafjellet alpinanlegg;Stranda;M&R;;;Detaljer og antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
08.02.15;0;0;Ski offpist;M;Hodlekve alpinanlegg;Sogndal;S&F;;;Detaljer og antall ukjent.;1;;;;;;;;;;;;;;;;;;;;;;;;;;
